timestamp,X,Y,Z
3184,0.003609743727053924,0.0038932772575560578,0.0038743148193956193
3236,0.004258041790467445,0.004562825239763998,0.004543438966593043
3286,0.004980059025362517,0.005307205047348114,0.005287394939166642
3337,0.005776908085633765,0.006127228743841734,0.006106994800649745
3388,0.006649401034814517,0.007023489008770225,0.00700283123056772
3440,0.0076020185288456586,0.008000695179660596,0.007979613566447573
3490,0.0086394699052542,0.009063723495874951,0.009042218047651412
3542,0.009762743426986725,0.010213295234985893,0.010191365951751836
3593,0.010972560371615836,0.011449936816949297,0.011427583698704724
3645,0.01227325100273214,0.012778216674098114,0.012755439720843025
3693,0.013669383752668586,0.014202877064742414,0.014179676276476807
3744,0.015161897036100514,0.015724602885003682,0.015700978261727557
3793,0.01675147574914941,0.0173438940020617,0.017319845543775057
3846,0.018442357285088442,0.019065226519575238,0.01904075422627808
3897,0.020239017747576377,0.020893250762495173,0.020868354634187496
3947,0.02214236993547071,0.02282863293139745,0.02280331296807926
3996,0.024153080049347384,0.024871859248634075,0.024846115450305368
4047,0.026275415213530374,0.027027443572737474,0.02700127593939825
4097,0.028513889286552102,0.02930007983966942,0.02927348837131968
4147,0.03086941530240238,0.03169043442161574,0.03166341911825548
4197,0.033342659633267026,0.03419899366617682,0.03417155452780604
4247,0.035937925189688295,0.03683031075036373,0.03680244777698244
4299,0.03866352128669116,0.03959325325843047,0.039564966450038666
4348,0.04152449894558778,0.04249289800472393,0.042464187361321605
4400,0.044522178842711105,0.045530208876661836,0.04550107439824899
4447,0.047657524865478876,0.04870588936148848,0.048676331048065125
4500,0.05093500926010141,0.052024598529861764,0.05199461638142789
4549,0.05436193434284329,0.05549403937526947,0.055463633391825085
4600,0.057942234348226276,0.05911806168811917,0.05908723186966427
4651,0.06167711582105126,0.06289754605763889,0.06286629240417348
4700,0.06556745935054627,0.0668331351764066,0.06680145768793068
4751,0.06961769232506065,0.07092946127495653,0.07089735995147009
4801,0.07383244697512864,0.07519130608661909,0.07515878092812213
4852,0.07821272033830924,0.07961939729306325,0.07958644829955577
4902,0.08275924009627145,0.08421426598823487,0.08418089315971687
4952,0.08747641874070142,0.08898056932526556,0.08894677266173705
5004,0.09237274119318661,0.09392735356722454,0.0938931330686855
5054,0.09745337231905594,0.0990598051312602,0.09902516079771065
5106,0.10271967076700196,0.10437891561868101,0.10434384745012096
5153,0.10817262813833314,0.10988540874354229,0.10984991673997171
5204,0.11381672731932478,0.11558394779349367,0.11554803195491258
5255,0.11966038704316549,0.1214834587111001,0.12144711903750849
5306,0.12570877408020026,0.12758910253309713,0.127552339024495
5355,0.13196329402162563,0.13390190512148825,0.13386471777787562
5404,0.1384249727294451,0.14042261519528418,0.140385004016661
5456,0.14509836831903353,0.14715596953840449,0.14711793452477082
5508,0.15198821757431052,0.1541068353348963,0.1540683764862521
5558,0.159095578282959,0.1612759846045292,0.16123710192087445
5608,0.16642122246474855,0.16866398080113623,0.168624674282471
5659,0.17396961735364486,0.17627552931614326,0.17623579896246752
5710,0.18174934812235397,0.18411977711812727,0.18407962292944102
5758,0.18976565795932035,0.19220198704074606,0.19216140901704928
5811,0.1980199299169215,0.20052316849618596,0.20048216663747867
5861,0.20651317340734376,0.20908405819766085,0.20904263250394306
5913,0.21525018431161644,0.2178896589153305,0.2178478093866022
5964,0.22423988176593385,0.22694943241873933,0.22690715905500053
6011,0.23348766837202506,0.23626877143041472,0.2362260742316654
6064,0.24299502048638283,0.24584875345997198,0.24580563242621215
6112,0.25276301561862247,0.25569016492111046,0.2556466200523401
6164,0.2627963514781581,0.26579788219826983,0.265753913494489
6213,0.27310387983282464,0.2761812850024819,0.27613689246369055
6264,0.28369106909793906,0.2868458359355551,0.28680101956175325
6317,0.29455940649191464,0.29779262043460986,0.29774738022579744
6367,0.30570997745187173,0.30902243069918583,0.3089767666553629
6418,0.3171475261560257,0.3205401920877393,0.3204941042089059
6467,0.3288810709354799,0.33235546446191166,0.3323089527480677
6518,0.34091621967319996,0.3444738557395002,0.3444269201906457
6569,0.3532544873143361,0.35689647159381216,0.3568491122099472
6619,0.3658969795321958,0.36962411899364267,0.3695763357747672
6671,0.37884865279048424,0.3826619513445552,0.38261374429066924
6721,0.39211732337781463,0.3960181949602599,0.39596956407136347
6771,0.40570706811298685,0.4096968109643354,0.40964775624042843
6821,0.41961918523652986,0.4236987468695674,0.42364926831064986
6873,0.43385836072565864,0.4380288065231488,0.43797890412922075
6925,0.44843345930934325,0.45269634676889864,0.4526460205399601
6976,0.4633500993669733,0.4677069713067293,0.4676562212427802
7028,0.4786098237166841,0.483061806152873,0.48301063225391344
7077,0.494213758374708,0.4987616731232822,0.49871007538931217
7131,0.510166823656998,0.5148116803652254,0.5147596587962449
7181,0.5264741277108225,0.53121707311349,0.5311646277094989
7232,0.5431368172709683,0.5479786883053367,0.5479258190663351
7283,0.5601557292746963,0.5650971367742262,0.5650438437002141
7335,0.5775352104384525,0.5825769738044496,0.5825232568954269
7387,0.595283413775727,0.6004268644043625,0.6003727236603293
7439,0.6134052684118901,0.6186517377873091,0.6185971732082653
7491,0.6319021058310867,0.6372525657287214,0.6371975773146671
7540,0.6507748978087492,0.6562300574728621,0.6561746452237973
7592,0.6700277518456871,0.6755884687394524,0.6755326326553771
7643,0.6896649236616216,0.6953321634248653,0.6952759035057794
7693,0.7096873788963786,0.7154618462953289,0.7154051625412327
7742,0.7300958223161865,0.7359780317200975,0.7359209241309908
7792,0.7508907682902993,0.7568810951083758,0.7568235636842585
7841,0.7720725922279219,0.7781713104502398,0.7781133551911121
7892,0.7936415681191302,0.7998488777156447,0.7997904986215065
7942,0.8155978959338794,0.82191394285142,0.8218551399222713
7994,0.8379417216189989,0.8443666123759527,0.8443073856117934
8045,0.8606731516928757,0.8672069640310256,0.8671473134318558
8096,0.8837922638972928,0.8904350545559963,0.8903749801218159
8145,0.9072991149716076,0.9140509253617322,0.9139904270925413
8194,0.9311937463266877,0.9380546066716977,0.9379936845674963
8243,0.9554761881859976,0.9624461205443008,0.9623847746050889
8293,0.9801464626079448,0.9872254830787333,0.9871637133045108
8345,1.0052045856917213,1.0123927060248903,1.0123305124156572
8394,1.0306505691872225,1.0379477979583598,1.0378851805141163
8439,1.0564844216700364,1.0638907651379816,1.0638277238587275
8483,1.0827061493990024,1.090221612131731,1.0901581470174664
8528,1.1093157569420962,1.1169403422735162,1.1168764533242412
8573,1.1363132476332256,1.1440469579965695,1.143982645212284
8617,1.1636986239056233,1.1715414610767705,1.1714767244574746
8663,1.1914718875351684,1.1994238528102337,1.1993586923559272
8708,1.2196330398179758,1.2276941341429202,1.2276285498536033
8752,1.2481820817000064,1.2563523057652342,1.2562862976409066
8797,1.2771190138716646,1.2853983681810623,1.2853319362217244
8842,1.3064438368368372,1.3148323217581637,1.314765465963815
8886,1.3361565509632827,1.3446541667649445,1.3445868871355855
8931,1.3662571565194077,1.3748639033972998,1.3747961999329303
8976,1.3967456537011071,1.405461531798202,1.405393404498822
9020,1.4276220426513535,1.4364470520719987,1.4363785009376084
9065,1.4588863234744947,1.4678204642948478,1.4677514893254469
9110,1.4905384962466879,1.499581768522332,1.4995123697179207
9156,1.5225785610235163,1.5317309647950184,1.5316611421555966
9200,1.5550065178455468,1.5642680531425146,1.5641978066680822
9245,1.5878223667423872,1.5971930335864293,1.5971223632769864
9290,1.621026107735646,1.6305059061425335,1.6304348119980803
9334,1.6546177408410947,1.6642066708223382,1.6641351528428745
9379,1.6885972660702435,1.6982953276342436,1.6982233858197695
9424,1.7229646834314933,1.7327718765843816,1.732699510934897
9468,1.7577199929309755,1.7676363176772265,1.7675635281927315
9513,1.7928631945731646,1.8028886509160447,1.802815437596539
9559,1.828394288361327,1.8385288763032195,1.8384552391487035
9604,1.8643132742978459,1.874556993840491,1.8744829328509642
9650,1.9006201523844615,1.9109730035291286,1.9108985187045913
9695,1.9373149226224433,1.9477769053700589,1.9477019967105111
9739,1.9743975850127178,1.9849686993639586,1.9848933668694002
9784,2.0118681395559617,2.0225483855113207,2.022472629181752
9829,2.0497265862526683,2.0605159638125063,2.060439783647927
9874,2.087972925103198,2.0988714342677777,2.098794830268188
9920,2.1266071561078137,2.1376147968773274,2.137537769042727
9965,2.1656292792667076,2.176746051641295,2.1766685999716837
10009,2.2050392945800192,2.2162651985597823,2.216187323055161
10055,2.244837202047851,2.256172237632865,2.256093938293233
10101,2.2850230016702775,2.296467168860596,2.296388445685954
10146,2.325596693447353,2.3371499922430163,2.3370708452333635
10192,2.3665582773791174,2.378220707780155,2.3781411369354917
10240,2.4079077534656004,2.419679315472033,2.4195993207923587
10285,2.4496451217068222,2.4615258153186654,2.4614453968039807
10331,2.491770382102799,2.5037602073200635,2.503679364970368
10378,2.5342835346535413,2.5463824914762356,2.54630122529153
10424,2.5771845793590575,2.589392667787188,2.589310977767472
10469,2.6204735162193544,2.632790736252925,2.6327086223981984
10515,2.6641503452344355,2.6765766968734495,2.6764941591837124
10561,2.7082150664043043,2.720750549648764,2.7206675881240163
10607,2.752667679728963,2.7653122945788704,2.765228909219112
10653,2.7975081852084136,2.81026193166377,2.810178122469001
10699,2.842736582842657,2.855599460903463,2.8555152278736835
10744,2.8883528726316947,2.9013248822979505,2.9012402254331606
10790,2.9343570545755266,2.947438195847233,2.947353115147433
10836,2.9807491286741534,2.993939401551311,2.9938538970165007
10882,3.0275290949275755,3.040828499410185,3.040742571040364
10928,3.0746969533357937,3.088105489423855,3.0880191372190233
10974,3.1222527038988077,3.1357703715923204,3.1356835955524787
11021,3.1701963466166174,3.183823145915582,3.1837359460407297
11067,3.2185278814892233,3.23226381239364,3.232176188683777
11113,3.2672473085166254,3.281092371026494,3.2810043234816204
11159,3.3163546276988236,3.3303088218141443,3.33022035043426
11204,3.365849839035818,3.3799131647565908,3.379824269541696
11250,3.4157329425276086,3.4299053998538334,3.429816080803928
11296,3.4660039381741954,3.4802855271058726,3.4801957842209568
11341,3.5166628259755788,3.531053546512708,3.5309633797927815
11387,3.5677096059317583,3.5822094580743395,3.5821188675194024
11435,3.619144278042734,3.6337532617907673,3.63366224740082
11480,3.6709668423085065,3.6856849576619917,3.6855935194370337
11526,3.723177298729075,3.738004545688012,3.7379126836280436
11572,3.7757756473044397,3.790712025868829,3.79061973997385
11619,3.828761888034601,3.8438073982044423,3.843714688474453
11664,3.8821360209195586,3.897290662694852,3.897197529129852
11710,3.9358980459593123,3.951161819340058,3.9510682619400477
11756,3.9900479631538626,4.00542086814006,4.005326886905039
11801,4.0445857725032095,4.060067809094859,4.059973404024827
11847,4.099511474007352,4.115102642204453,4.115007813299411
11893,4.154825067666291,4.170525367468845,4.170430114728792
11939,4.210526553480027,4.226335984888033,4.22624030831297
11985,4.266615931448559,4.282534494462017,4.282438394051943
12033,4.323093201571887,4.339120896190797,4.339024371945713
12078,4.379958363850012,4.396095190074374,4.3959982419942785
12124,4.437211418282932,4.4534573761127465,4.453360004197641
12170,4.494852364870649,4.511207454305916,4.5111096585558
12215,4.552881203613163,4.569345424653882,4.569247205068756
12261,4.611297934510473,4.627871287156644,4.627772643736507
12307,4.670102557562579,4.686785041814202,4.686685974559055
12353,4.729295072769482,4.746086688626557,4.745987197536398
12398,4.78887548013118,4.805776227593707,4.805676312668539
12445,4.848843779647676,4.865853658715655,4.865753319955476
12491,4.909199971318968,4.926318981992399,4.926218219397209
12537,4.9699440551450556,4.987172197423939,4.987071010993739
